variable_matriz,source_id,table_id,original_variable,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,is_primary,redundant_with,pct_complete,notes
wipo_out_7_2_3_score,wipo,MATRIZ_GII,OUT_7_2_3_SCORE_2022; OUT_7_2_3_SCORE_2023; OUT_7_2_3_SCORE_2024; OUT_7_2_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,28.14,generated from real source columns; no synthetic values
wipo_out_7_2_4_score,wipo,MATRIZ_GII,OUT_7_2_4_SCORE_2022; OUT_7_2_4_SCORE_2023; OUT_7_2_4_SCORE_2024; OUT_7_2_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_7_2_5_score,wipo,MATRIZ_GII,OUT_7_2_5_SCORE_2022,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.71,generated from real source columns; no synthetic values
wipo_out_7_2_score,wipo,MATRIZ_GII,OUT_7_2_SCORE_2022; OUT_7_2_SCORE_2023; OUT_7_2_SCORE_2024; OUT_7_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_3_1_score,wipo,MATRIZ_GII,OUT_7_3_1_SCORE_2022; OUT_7_3_1_SCORE_2023; OUT_7_3_1_SCORE_2024; OUT_7_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_3_2_score,wipo,MATRIZ_GII,OUT_7_3_2_SCORE_2022; OUT_7_3_2_SCORE_2023; OUT_7_3_2_SCORE_2024; OUT_7_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_3_3_score,wipo,MATRIZ_GII,OUT_7_3_3_SCORE_2022; OUT_7_3_3_SCORE_2023; OUT_7_3_3_SCORE_2024; OUT_7_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_7_3_4_score,wipo,MATRIZ_GII,OUT_7_3_4_SCORE_2022; OUT_7_3_4_SCORE_2023,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_out_7_3_score,wipo,MATRIZ_GII,OUT_7_3_SCORE_2022; OUT_7_3_SCORE_2023; OUT_7_3_SCORE_2024; OUT_7_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_score,wipo,MATRIZ_GII,OUT.7_SCORE_2021; OUT_7_SCORE_2022; OUT_7_SCORE_2023; OUT_7_SCORE_2024; OUT_7_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_score,wipo,MATRIZ_GII,OUT_SCORE_2021; OUT_SCORE_2022; OUT_SCORE_2023; OUT_SCORE_2024; OUT_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_patfam_score,wipo,MATRIZ_GII,PatFam_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_patorig_score,wipo,MATRIZ_GII,PatOrig_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.71,generated from real source columns; no synthetic values
wipo_pctpatorig_score,wipo,MATRIZ_GII,PCTPatOrig_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,50.65,generated from real source columns; no synthetic values
wipo_pisa_score,wipo,MATRIZ_GII,PISA_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,34.2,generated from real source columns; no synthetic values
wipo_polstab_score,wipo,MATRIZ_GII,PolStab_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_printmedia_score,wipo,MATRIZ_GII,PrintMedia_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,44.16,generated from real source columns; no synthetic values
wipo_pupteachr_score,wipo,MATRIZ_GII,PupTeachR_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,53.68,generated from real source columns; no synthetic values
wipo_qsrank_score,wipo,MATRIZ_GII,QSRank_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_r_growppp20_score,wipo,MATRIZ_GII,r_GrowPPP20_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,51.95,generated from real source columns; no synthetic values
wipo_r_vencapdeal_score,wipo,MATRIZ_GII,r_VenCapDeal_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,38.53,generated from real source columns; no synthetic values
wipo_rdcompexp_score,wipo,MATRIZ_GII,RDCompExp_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_rdexp_score,wipo,MATRIZ_GII,RDExp_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,50.22,generated from real source columns; no synthetic values
wipo_regqua_score,wipo,MATRIZ_GII,RegQua_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_resppop_score,wipo,MATRIZ_GII,ResPPop_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,46.75,generated from real source columns; no synthetic values
wipo_restalbus_score,wipo,MATRIZ_GII,ResTalBus_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,37.66,generated from real source columns; no synthetic values
wipo_ruleol_score,wipo,MATRIZ_GII,RuleOL_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_schlifeexp_score,wipo,MATRIZ_GII,SchLifeExp_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,51.52,generated from real source columns; no synthetic values
wipo_scienggrad_score,wipo,MATRIZ_GII,SciEngGrad_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,47.62,generated from real source columns; no synthetic values
wipo_sp11_score,wipo,MATRIZ_GII,SP11_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp12_score,wipo,MATRIZ_GII,SP12_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp13_score,wipo,MATRIZ_GII,SP13_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp21_score,wipo,MATRIZ_GII,SP21_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.71,generated from real source columns; no synthetic values
wipo_sp22_score,wipo,MATRIZ_GII,SP22_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.28,generated from real source columns; no synthetic values
wipo_sp23_score,wipo,MATRIZ_GII,SP23_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp31_score,wipo,MATRIZ_GII,SP31_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp32_score,wipo,MATRIZ_GII,SP32_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp33_score,wipo,MATRIZ_GII,SP33_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp41_score,wipo,MATRIZ_GII,SP41_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp42_score,wipo,MATRIZ_GII,SP42_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp43_score,wipo,MATRIZ_GII,SP43_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp51_score,wipo,MATRIZ_GII,SP51_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp52_score,wipo,MATRIZ_GII,SP52_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp53_score,wipo,MATRIZ_GII,SP53_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp61_score,wipo,MATRIZ_GII,SP61_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp62_score,wipo,MATRIZ_GII,SP62_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp63_score,wipo,MATRIZ_GII,SP63_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp71_score,wipo,MATRIZ_GII,SP71_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp72_score,wipo,MATRIZ_GII,SP72_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_sp73_score,wipo,MATRIZ_GII,SP73_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_statclustdev_score,wipo,MATRIZ_GII,StatClustDev_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_tertenrol_score,wipo,MATRIZ_GII,TertEnrol_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,55.41,generated from real source columns; no synthetic values
wipo_tertmob_score,wipo,MATRIZ_GII,TertMob_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,48.05,generated from real source columns; no synthetic values
wipo_tradmkorig_score,wipo,MATRIZ_GII,TradmkOrig_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_unirescoll_score,wipo,MATRIZ_GII,UniResColl_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_utilmodorig_score,wipo,MATRIZ_GII,UtilModOrig_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,34.63,generated from real source columns; no synthetic values
wipo_wikiedit_score,wipo,MATRIZ_GII,WikiEdit_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.71,generated from real source columns; no synthetic values
