iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q6,oxford_government_digital_policy,simple_adjusted_internal,35.0,52.20779745805524,-17.20779745805524,17.20779745805524,16.0,0.6428571428571429,underperformer,64.38,64.38,-10.0,-58.92,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q6,oxford_government_digital_policy,simple_adjusted_internal,74.3,70.80740868241503,3.492591317584967,3.492591317584967,36.0,0.16666666666666666,overperformer,25.08,25.08,29.299999999999997,-19.620000000000005,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q6,oxford_government_digital_policy,simple_adjusted_internal,21.43,53.56058120074273,-32.13058120074273,32.13058120074273,3.0,0.9523809523809523,underperformer,77.94999999999999,77.94999999999999,-23.57,-72.49000000000001,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q6,oxford_government_digital_policy,simple_adjusted_internal,45.0,74.30497471298764,-29.304974712987644,29.304974712987644,4.0,0.9285714285714286,underperformer,54.379999999999995,54.379999999999995,0.0,-48.92,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q6,oxford_government_digital_policy,simple_adjusted_internal,87.9,77.35051860339055,10.549481396609451,10.549481396609451,25.0,0.42857142857142855,overperformer,11.47999999999999,11.47999999999999,42.900000000000006,-6.019999999999996,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q6,oxford_government_digital_policy,simple_adjusted_internal,41.65,68.77136195673015,-27.121361956730148,27.121361956730148,5.0,0.9047619047619048,underperformer,57.73,57.73,-3.3500000000000014,-52.27,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q6,oxford_government_digital_policy,simple_adjusted_internal,71.19,66.0111699381326,5.1788300618674015,5.1788300618674015,31.0,0.2857142857142857,overperformer,28.189999999999998,28.189999999999998,26.189999999999998,-22.730000000000004,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q6,oxford_government_digital_policy,simple_adjusted_internal,71.86,81.97871391897664,-10.118713918976638,10.118713918976638,26.0,0.40476190476190477,underperformer,27.519999999999996,27.519999999999996,26.86,-22.060000000000002,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q6,oxford_government_digital_policy,simple_adjusted_internal,99.38,64.8216460797971,34.55835392020289,34.55835392020289,1.0,1.0,overperformer,0.0,0.0,54.379999999999995,5.459999999999994,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q6,oxford_government_digital_policy,simple_adjusted_internal,55.71,66.28225876547707,-10.572258765477066,10.572258765477066,24.0,0.4523809523809524,underperformer,43.669999999999995,43.669999999999995,10.71,-38.21,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q6,oxford_government_digital_policy,simple_adjusted_internal,91.91,64.99509136936076,26.914908630639232,26.914908630639232,7.0,0.8571428571428571,overperformer,7.469999999999999,7.469999999999999,46.91,-2.010000000000005,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q6,oxford_government_digital_policy,simple_adjusted_internal,56.09,63.612789762315174,-7.5227897623151705,7.5227897623151705,28.0,0.35714285714285715,underperformer,43.28999999999999,43.28999999999999,11.090000000000003,-37.83,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q6,oxford_government_digital_policy,simple_adjusted_internal,54.87,48.235928887813955,6.634071112186042,6.634071112186042,30.0,0.30952380952380953,overperformer,44.51,44.51,9.869999999999997,-39.050000000000004,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q6,oxford_government_digital_policy,simple_adjusted_internal,84.86,67.39010666502682,17.46989333497318,17.46989333497318,15.0,0.6666666666666666,overperformer,14.519999999999996,14.519999999999996,39.86,-9.060000000000002,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q6,oxford_government_digital_policy,simple_adjusted_internal,77.85,57.66496461954064,20.185035380459354,20.185035380459354,10.0,0.7857142857142857,overperformer,21.53,21.53,32.849999999999994,-16.070000000000007,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q6,oxford_government_digital_policy,simple_adjusted_internal,70.65,53.47363544761842,17.176364552381585,17.176364552381585,17.0,0.6190476190476191,overperformer,28.72999999999999,28.72999999999999,25.650000000000006,-23.269999999999996,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q6,oxford_government_digital_policy,simple_adjusted_internal,28.45,55.54617371559151,-27.096173715591508,27.096173715591508,6.0,0.8809523809523809,underperformer,70.92999999999999,70.92999999999999,-16.55,-65.47,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q6,oxford_government_digital_policy,simple_adjusted_internal,55.0,59.54765164589039,-4.54765164589039,4.54765164589039,33.0,0.23809523809523808,underperformer,44.379999999999995,44.379999999999995,10.0,-38.92,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,75.65374623281451,-25.653746232814512,25.653746232814512,6.0,0.8809523809523809,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,85.1640805333832,14.8359194666168,14.8359194666168,24.0,0.4523809523809524,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,86.64400820704154,13.355991792958463,13.355991792958463,26.0,0.40476190476190477,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,72.7829475686438,-22.782947568643806,22.782947568643806,12.0,0.7380952380952381,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,66.1678288688198,-16.167828868819797,16.167828868819797,20.0,0.5476190476190477,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,68.31973804051376,-18.319738040513755,18.319738040513755,16.0,0.6428571428571429,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,88.26647550346914,11.733524496530862,11.733524496530862,27.0,0.38095238095238093,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,85.13803230070735,14.861967699292649,14.861967699292649,23.0,0.47619047619047616,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,70.80967873022516,29.19032126977484,29.19032126977484,2.0,0.9761904761904762,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,57.249447843985074,-7.249447843985074,7.249447843985074,34.0,0.21428571428571427,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,79.63913833574718,20.360861664252823,20.360861664252823,15.0,0.6666666666666666,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,72.52255459976743,-22.52255459976743,22.52255459976743,13.0,0.7142857142857143,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,67.27337183558411,-17.273371835584115,17.273371835584115,18.0,0.5952380952380952,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,78.71506200189398,-28.715062001893983,28.715062001893983,3.0,0.9523809523809523,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,86.53756393252704,13.462436067472964,13.462436067472964,25.0,0.42857142857142855,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,88.33741377592474,11.662586224075255,11.662586224075255,28.0,0.35714285714285715,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,76.38356355917517,23.616436440824828,23.616436440824828,9.0,0.8095238095238095,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,88.7035085200671,11.296491479932897,11.296491479932897,29.0,0.3333333333333333,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,48.49882277435683,1.5011772256431684,1.5011772256431684,40.0,0.07142857142857142,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,93.32412392123247,6.67587607876753,6.67587607876753,35.0,0.19047619047619047,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,78.49935010681429,-28.49935010681429,28.49935010681429,4.0,0.9285714285714286,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q6,oxford_ind_data_governance,simple_adjusted_internal,0.0,50.72082297811566,-50.72082297811566,50.72082297811566,1.0,1.0,underperformer,100.0,100.0,-50.0,-100.0,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,66.28263179056279,-16.28263179056279,16.28263179056279,19.0,0.5714285714285714,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,52.0784051651269,-2.0784051651269024,2.0784051651269024,39.0,0.09523809523809523,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,28.135056610934743,21.864943389065257,21.864943389065257,14.0,0.6904761904761905,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,90.29205637651609,9.707943623483914,9.707943623483914,32.0,0.2619047619047619,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,44.643807977624775,5.356192022375225,5.356192022375225,37.0,0.14285714285714285,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,67.4115016234584,-17.411501623458406,17.411501623458406,17.0,0.6190476190476191,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,84.89308729011799,15.10691270988201,15.10691270988201,22.0,0.5,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,74.45951019759802,-24.45951019759802,24.45951019759802,8.0,0.8333333333333334,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,52.113336722067814,-2.113336722067814,2.113336722067814,38.0,0.11904761904761904,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,100.31980342763806,-0.3198034276380639,0.3198034276380639,41.0,0.047619047619047616,underperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q6,oxford_ind_data_governance,simple_adjusted_internal,100.0,75.47688215707161,24.523117842928386,24.523117842928386,7.0,0.8571428571428571,overperformer,0.0,0.0,50.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,39.141043045299355,10.858956954700645,10.858956954700645,30.0,0.30952380952380953,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,26.685522771561548,23.314477228438452,23.314477228438452,10.0,0.7857142857142857,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q6,oxford_ind_data_governance,simple_adjusted_internal,0.0,27.991650574966517,-27.991650574966517,27.991650574966517,5.0,0.9047619047619048,underperformer,100.0,100.0,-50.0,-100.0,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,27.19530022455543,22.80469977544457,22.80469977544457,11.0,0.7619047619047619,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,40.06898084534562,9.93101915465438,9.93101915465438,31.0,0.2857142857142857,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,59.101250849506584,-9.101250849506584,9.101250849506584,33.0,0.23809523809523808,underperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,34.68503078861619,15.314969211383811,15.314969211383811,21.0,0.5238095238095238,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,43.907085942442166,6.092914057557834,6.092914057557834,36.0,0.16666666666666666,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q6,oxford_ind_data_governance,simple_adjusted_internal,50.0,49.766775448148,0.23322455185199686,0.23322455185199686,42.0,0.023809523809523808,overperformer,50.0,50.0,0.0,-50.0,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q6,oxford_governance_ethics,simple_adjusted_internal,78.88630175,86.59644938186733,-7.710147631867329,7.710147631867329,7.0,0.8571428571428571,underperformer,18.49054013,18.49054013,-4.958378719999999,-11.016549900000001,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q6,oxford_governance_ethics,simple_adjusted_internal,89.90285165,96.16838125642604,-6.265529606426043,6.265529606426043,9.0,0.8095238095238095,underperformer,7.473990229999998,7.473990229999998,6.058171180000002,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q6,oxford_governance_ethics,simple_adjusted_internal,96.34582842,95.6406505137972,0.7051779062028061,0.7051779062028061,37.0,0.14285714285714285,overperformer,1.031013459999997,1.031013459999997,12.501147950000004,6.442976770000001,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q6,oxford_governance_ethics,simple_adjusted_internal,94.13709482,92.21998390136815,1.917110918631849,1.917110918631849,28.0,0.35714285714285715,overperformer,3.239747059999999,3.239747059999999,10.292414350000001,4.234243169999999,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q6,oxford_governance_ethics,simple_adjusted_internal,91.44377087,87.91578367413783,3.527987195862167,3.527987195862167,20.0,0.5476190476190477,overperformer,5.933071010000006,5.933071010000006,7.599090399999994,1.5409192199999922,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q6,oxford_governance_ethics,simple_adjusted_internal,89.85078595,87.77876956867202,2.072016381327984,2.072016381327984,26.0,0.40476190476190477,overperformer,7.526055929999998,7.526055929999998,6.006105480000002,-0.05206569999999999,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q6,oxford_governance_ethics,simple_adjusted_internal,94.25134308,93.92772624408208,0.32361683591791746,0.32361683591791746,41.0,0.047619047619047616,overperformer,3.1254988000000026,3.1254988000000026,10.406662609999998,4.348491429999996,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q6,oxford_governance_ethics,simple_adjusted_internal,96.41650674,94.67766769541761,1.7388390445823916,1.7388390445823916,29.0,0.3333333333333333,overperformer,0.960335139999998,0.960335139999998,12.571826270000003,6.51365509,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q6,oxford_governance_ethics,simple_adjusted_internal,93.87755175,83.65729631505407,10.220255434945926,10.220255434945926,6.0,0.8809523809523809,overperformer,3.4992901300000057,3.4992901300000057,10.032871279999995,3.9747000999999926,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q6,oxford_governance_ethics,simple_adjusted_internal,79.28588531,86.83063010302617,-7.544744793026169,7.544744793026169,8.0,0.8333333333333334,underperformer,18.090956570000003,18.090956570000003,-4.5587951600000025,-10.616966340000005,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q6,oxford_governance_ethics,simple_adjusted_internal,96.1843043,91.33184332173798,4.852460978262016,4.852460978262016,15.0,0.6666666666666666,overperformer,1.1925375800000069,1.1925375800000069,12.339623829999994,6.281452649999991,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q6,oxford_governance_ethics,simple_adjusted_internal,87.45224258,86.09148244034814,1.360760139651859,1.360760139651859,33.0,0.23809523809523808,overperformer,9.924599299999997,9.924599299999997,3.6075621100000035,-2.4506090699999987,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q6,oxford_governance_ethics,simple_adjusted_internal,92.00044939,88.31308809669802,3.6873612933019757,3.6873612933019757,19.0,0.5714285714285714,overperformer,5.376392490000001,5.376392490000001,8.15576892,2.0975977399999977,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q6,oxford_governance_ethics,simple_adjusted_internal,94.13656235,90.76212430351754,3.3744380464824673,3.3744380464824673,21.0,0.5238095238095238,overperformer,3.240279529999995,3.240279529999995,10.291881880000005,4.233710700000003,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q6,oxford_governance_ethics,simple_adjusted_internal,95.11859838,95.53188677046894,-0.4132883904689493,0.4132883904689493,40.0,0.07142857142857142,underperformer,2.258243500000006,2.258243500000006,11.273917909999994,5.215746729999992,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q6,oxford_governance_ethics,simple_adjusted_internal,96.22510355,95.154518378005,1.0705851719950061,1.0705851719950061,36.0,0.16666666666666666,overperformer,1.1517383300000006,1.1517383300000006,12.38042308,6.322251899999998,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q6,oxford_governance_ethics,simple_adjusted_internal,91.7245832,91.63316715132444,0.09141604867555486,0.09141604867555486,42.0,0.023809523809523808,overperformer,5.652258680000003,5.652258680000003,7.879902729999998,1.8217315499999955,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q6,oxford_governance_ethics,simple_adjusted_internal,89.90837904,92.05418732745764,-2.1458082874576405,2.1458082874576405,25.0,0.42857142857142855,underperformer,7.468462840000001,7.468462840000001,6.06369857,0.005527389999997467,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q6,oxford_governance_ethics,simple_adjusted_internal,81.41169254,80.76233937376603,0.6493531662339791,0.6493531662339791,38.0,0.11904761904761904,overperformer,15.965149339999996,15.965149339999996,-2.432987929999996,-8.491159109999998,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q6,oxford_governance_ethics,simple_adjusted_internal,97.37684188,96.96123817780483,0.4156037021951704,0.4156037021951704,39.0,0.09523809523809523,overperformer,0.0,0.0,13.53216141,7.473990229999998,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q6,oxford_governance_ethics,simple_adjusted_internal,94.18942638,92.18615678433599,2.0032695956640083,2.0032695956640083,27.0,0.38095238095238093,overperformer,3.1874155,3.1874155,10.34474591,4.286574729999998,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q6,oxford_governance_ethics,simple_adjusted_internal,85.8471946,82.10515958583781,3.742035014162184,3.742035014162184,18.0,0.5952380952380952,overperformer,11.529647280000006,11.529647280000006,2.0025141299999945,-4.055657050000008,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q6,oxford_governance_ethics,simple_adjusted_internal,89.4051722,87.70408565688315,1.701086543116844,1.701086543116844,30.0,0.30952380952380953,overperformer,7.971669680000005,7.971669680000005,5.560491729999995,-0.4976794500000068,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q6,oxford_governance_ethics,simple_adjusted_internal,89.25821821,83.20613456110351,6.052083648896485,6.052083648896485,12.0,0.7380952380952381,overperformer,8.118623670000005,8.118623670000005,5.413537739999995,-0.6446334400000069,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q6,oxford_governance_ethics,simple_adjusted_internal,59.07425136,74.42508153336657,-15.350830173366568,15.350830173366568,2.0,0.9761904761904762,underperformer,38.30259052,38.30259052,-24.770429110000002,-30.828600290000004,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q6,oxford_governance_ethics,simple_adjusted_internal,96.88326238,95.60965927033999,1.2736031096600158,1.2736031096600158,34.0,0.21428571428571427,overperformer,0.4935794999999956,0.4935794999999956,13.038581910000005,6.980410730000003,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q6,oxford_governance_ethics,simple_adjusted_internal,83.48130678,78.3696520709552,5.1116547090447995,5.1116547090447995,14.0,0.6904761904761905,overperformer,13.895535100000004,13.895535100000004,-0.3633736900000031,-6.421544870000005,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q6,oxford_governance_ethics,simple_adjusted_internal,83.84468047,87.01199461259941,-3.167314142599409,3.167314142599409,23.0,0.47619047619047616,underperformer,13.53216141,13.53216141,0.0,-6.058171180000002,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q6,oxford_governance_ethics,simple_adjusted_internal,91.1380571,85.27549153384865,5.862565566151346,5.862565566151346,13.0,0.7142857142857143,overperformer,6.238784780000003,6.238784780000003,7.293376629999997,1.2352054499999952,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q6,oxford_governance_ethics,simple_adjusted_internal,68.96736759,82.38927383189566,-13.42190624189567,13.42190624189567,4.0,0.9285714285714286,underperformer,28.409474290000006,28.409474290000006,-14.877312880000005,-20.935484060000007,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q6,oxford_governance_ethics,simple_adjusted_internal,80.02717556,78.61123479367193,1.4159407663280774,1.4159407663280774,31.0,0.2857142857142857,overperformer,17.349666319999997,17.349666319999997,-3.8175049099999967,-9.875676089999999,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q6,oxford_governance_ethics,simple_adjusted_internal,92.24036432,93.49715889337264,-1.2567945733726447,1.2567945733726447,35.0,0.19047619047619047,underperformer,5.136477560000003,5.136477560000003,8.395683849999998,2.3375126699999953,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q6,oxford_governance_ethics,simple_adjusted_internal,92.17699423,89.86099682419228,2.315997405807721,2.315997405807721,24.0,0.4523809523809524,overperformer,5.199847649999995,5.199847649999995,8.332313760000005,2.274142580000003,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q6,oxford_governance_ethics,simple_adjusted_internal,71.34380001,77.54495050542747,-6.20115049542747,6.20115049542747,11.0,0.7619047619047619,underperformer,26.033041870000005,26.033041870000005,-12.500880460000005,-18.559051640000007,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q6,oxford_governance_ethics,simple_adjusted_internal,80.52193576,74.3181117460242,6.2038240139758045,6.2038240139758045,10.0,0.7857142857142857,overperformer,16.854906119999995,16.854906119999995,-3.322744709999995,-9.380915889999997,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q6,oxford_governance_ethics,simple_adjusted_internal,74.95060726,73.55339507594766,1.3972121840523357,1.3972121840523357,32.0,0.2619047619047619,overperformer,22.426234620000002,22.426234620000002,-8.894073210000002,-14.952244390000004,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q6,oxford_governance_ethics,simple_adjusted_internal,76.12917443,72.31549254064967,3.8136818893503346,3.8136818893503346,17.0,0.6190476190476191,overperformer,21.247667449999994,21.247667449999994,-7.715506039999994,-13.773677219999996,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q6,oxford_governance_ethics,simple_adjusted_internal,78.63215645,74.45684618311768,4.17531026688232,4.17531026688232,16.0,0.6428571428571429,overperformer,18.744685430000004,18.744685430000004,-5.212524020000004,-11.270695200000006,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q6,oxford_governance_ethics,simple_adjusted_internal,69.22651663,83.32516051012117,-14.098643880121159,14.098643880121159,3.0,0.9523809523809523,underperformer,28.150325249999995,28.150325249999995,-14.618163839999994,-20.676335019999996,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q6,oxford_governance_ethics,simple_adjusted_internal,87.84038176,76.47779279630075,11.362588963699253,11.362588963699253,5.0,0.9047619047619048,overperformer,9.536460120000001,9.536460120000001,3.9957012899999995,-2.0624698900000027,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q6,oxford_governance_ethics,simple_adjusted_internal,82.80649914,79.48933787698205,3.317161263017951,3.317161263017951,22.0,0.5,overperformer,14.570342740000001,14.570342740000001,-1.0381813300000005,-7.096352510000003,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q6,oxford_governance_ethics,simple_adjusted_internal,63.87893804,82.05777702804745,-18.178838988047453,18.178838988047453,1.0,1.0,underperformer,33.49790384,33.49790384,-19.96574243,-26.02391361,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q6,oecd_2_indigo_oecd_indigo_score,simple_adjusted_internal,0.065739706158638,0.0947127533384715,-0.028973047179833497,0.028973047179833497,7.0,0.8571428571428571,underperformer,0.0737896859645844,0.0737896859645844,-0.017320193350315094,-0.006454616785049397,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q6,oecd_2_indigo_oecd_indigo_score,simple_adjusted_internal,0.0721943229436874,0.10118153600378038,-0.028987213060092984,0.028987213060092984,6.0,0.8809523809523809,underperformer,0.06733506917953501,0.06733506917953501,-0.010865576565265697,0.0,Observed minus fitted within in-sample descriptive model; not causal.
