STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,3.31578946113586,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.8027777671814,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,PRICE,Retail price controls and regulation,A,Annual,2023,,2.26666665077209,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,2.66666674613953,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.27777779102325,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,1.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3.29999995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.86911511421204,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,2.23333334922791,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,1.79999995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,2.66666674613953,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.96820855140686,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,0.801282048225403,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,3.13513517379761,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,1.40580344200134,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.0989999994635582,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,TFI,Barriers to trade facilitation,A,Annual,2023,,1.61841022968292,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,TARIFFS,Tariff barriers,A,Annual,2023,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,NETWORK_SECTORS,Network sectors,A,Annual,2023,,2.74870157241821,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ENERGY,Energy,A,Annual,2023,,3.21172261238098,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ELECTRICITY,Electricity,A,Annual,2023,,2.0598087310791,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,GAS,Natural gas,A,Annual,2023,,4.36363649368286,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,TRANSPORT,Transport,A,Annual,2023,,2.10256409645081,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,AIR,Air transport,A,Annual,2023,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,RAIL,Rail transport,A,Annual,2023,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ROAD,Road transport,A,Annual,2023,,2.30769228935242,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ECOMM,E-communications,A,Annual,2023,,2.93181800842285,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,3.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,2.36363625526428,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,LAWYERS,Lawyers,A,Annual,2023,,1.03571426868439,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,NOTARIES,Notaries,A,Annual,2023,,4.7142858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ACCOUNTANTS,Accountants,A,Annual,2023,,1.64285719394684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ARCHITECTS,Architects,A,Annual,2023,,1.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ENGINEERS,Civil engineers,A,Annual,2023,,1.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,RETAIL_TRADE,Retail distribution,A,Annual,2023,,0.142857149243355,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,MEDICINES,Retail sales of medicines,A,Annual,2023,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,DIGITAL_MARKET,Digital markets,A,Annual,2023,,5.16666650772095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PMR,Product market regulation,A,Annual,2018,,3.05162298679352,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,3.03243184089661,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.92507314682007,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2018,,1.42909359931946,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,2.42105269432068,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,2.1972222328186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PRICE,Retail price controls and regulation,A,Annual,2018,,2.05555558204651,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,2.17647051811218,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.65686273574829,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,2.90000009536743,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,4.97499990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,4.94999980926514,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,3.07081413269043,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,3.89374995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,3.53749990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,4.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,2.28004789352417,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,2.07051277160645,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,2.48958325386047,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,3.03864479064941,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.826237499713898,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TFI,Barriers to trade facilitation,A,Annual,2018,,2.28969693183899,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TARIFFS,Tariff barriers,A,Annual,2018,,6,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,NETWORK_SECTORS,Network sectors,A,Annual,2018,,2.15386629104614,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ENERGY,Energy,A,Annual,2018,,2.73325347900391,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ELECTRICITY,Electricity,A,Annual,2018,,2.31100487709045,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,GAS,Natural gas,A,Annual,2018,,3.15550231933594,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TRANSPORT,Transport,A,Annual,2018,,1.52607214450836,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,AIR,Air transport,A,Annual,2018,,0.0896686166524887,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,RAIL,Rail transport,A,Annual,2018,,1.40350878238678,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ROAD,Road transport,A,Annual,2018,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,WATER,Water transport,A,Annual,2018,,2.11111116409302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM,E-communications,A,Annual,2018,,2.20227289199829,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM_FIX,Fixed e-communications,A,Annual,2018,,1.95000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM_MOB,Mobile e-communications,A,Annual,2018,,2.45454549789429,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,LAWYERS,Lawyers,A,Annual,2018,,5.4642858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,NOTARIES,Notaries,A,Annual,2018,,5.2142858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ACCOUNTANTS,Accountants,A,Annual,2018,,4.5357141494751,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ARCHITECTS,Architects,A,Annual,2018,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ENGINEERS,Civil engineers,A,Annual,2018,,2.14285707473755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ESTATEAGENTS,Real estate agents,A,Annual,2018,,2.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,RETAIL_TRADE,Retail distribution,A,Annual,2018,,0.923076927661896,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,MEDICINES,Retail sales of medicines,A,Annual,2018,,0.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,DIGITAL_MARKET,Digital markets,A,Annual,2018,,5.77777767181396,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PMR,Product market regulation,A,Annual,2023,,2.31665122509003,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,2.20404481887817,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.87463450431824,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2023,,1.32821643352509,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,2.42105269432068,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.82500004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PRICE,Retail price controls and regulation,A,Annual,2023,,1.83333337306976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,2.17647051811218,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.65686273574829,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,1.63333332538605,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.91249990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3.82500004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,2.42925763130188,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,2.65000009536743,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,3.04999995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,2.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,2.09254789352417,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,2.07051277160645,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,2.11458325386047,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,2.54522514343262,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.360700011253357,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TFI,Barriers to trade facilitation,A,Annual,2023,,1.27497506141663,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TARIFFS,Tariff barriers,A,Annual,2023,,6,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
